pressure,temp,rel_hum,hum_temp,date,time,longitude,latitude,altitude,sat,Timestamp
,,,,,,,,,,2025-11-25 15:45:27
XQ,1010.13,+2414,3.82,+2530,2015/10/18,01:53:38,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:28
XQ,1010.15,+2414,3.82,+2530,2015/10/18,01:53:39,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:29
XQ,1010.16,+2413,3.82,+2531,2015/10/18,01:53:40,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:30
XQ,1010.14,+2416,3.82,+2530,2015/10/18,01:53:41,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:31
XQ,1010.18,+2413,3.82,+2530,2015/10/18,01:53:42,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:32
XQ,1010.21,+2411,3.82,+2530,2015/10/18,01:53:43,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:33
XQ,1010.24,+2419,3.82,+2530,2015/10/18,01:53:44,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:34
XQ,1010.19,+2413,3.82,+2530,2015/10/18,01:53:45,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:35
XQ,1010.15,+2413,3.82,+2530,2015/10/18,01:53:46,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:36
XQ,1010.19,+2418,3.82,+2529,2015/10/18,01:53:47,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:37
XQ,1010.16,+2418,3.82,+2530,2015/10/18,01:53:48,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:38
XQ,1010.16,+2418,3.82,+2530,2015/10/18,01:53:49,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:39
XQ,1010.16,+2413,3.82,+2530,2015/10/18,01:53:50,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:40
XQ,1010.16,+2412,3.82,+2529,2015/10/18,01:53:51,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:41
XQ,1010.16,+2416,3.82,+2530,2015/10/18,01:53:52,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:42
XQ,1010.2,+2414,3.82,+2530,2015/10/18,01:53:53,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:43
XQ,1010.15,+2414,3.82,+2529,2015/10/18,01:53:54,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:44
XQ,1010.16,+2415,3.82,+2530,2015/10/18,01:53:55,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:45
XQ,1010.17,+2415,3.82,+2529,2015/10/18,01:53:56,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:46
XQ,1010.17,+2418,3.82,+2529,2015/10/18,01:53:57,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:47
XQ,1010.16,+2414,3.82,+2530,2015/10/18,01:53:58,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:48
XQ,1010.11,+2419,3.82,+2529,2015/10/18,01:53:59,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:49
XQ,1010.21,+2416,3.82,+2527,2015/10/18,01:54:00,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:50
XQ,1010.14,+2416,3.82,+2529,2015/10/18,01:54:01,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:51
XQ,1010.16,+2416,3.82,+2529,2015/10/18,01:54:02,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:52
XQ,1010.13,+2416,3.82,+2529,2015/10/18,01:54:03,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:53
XQ,1010.19,+2419,3.82,+2529,2015/10/18,01:54:04,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:55
XQ,1010.16,+2422,3.82,+2529,2015/10/18,01:54:05,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:56
XQ,1010.17,+2413,3.82,+2529,2015/10/18,01:54:06,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:57
,,,,,,,,,,2025-11-25 15:45:57
XQ,1010.16,+2415,3.82,+2529,2015/10/18,01:54:07,+0000000000,+0000000000,-00017000,00,2025-11-25 15:45:58
